 _id,question_text,question_picture,arabic_translation_of_question,chapter_name,duration,justification,hint,arabic_translation_of_hint,arabic_translation_of_justification,subject,skill_profile,question_type,sub_topic,content_type,difficulty_level,option_A,option_B,option_C,option_D,correct_options,O_question_text,O_arabic_translation_of_question,O_hintO_arabic_translation_of_hint,,O_justification,O_arabic_translation_of_justification,O_option_A,O_option_B,O_option_C,O_option_D,reviewed,Grade,question_class
,A space rocket travels at the speed of @6^6@ kilometers per hour. How many kilometers does the rocket travel in 36 hours? Express your answer in exponent form,,,5b742ff71c9d44727cd1567d,,"The rocket travels @6^6@x36 kilometers in 36 hours.

@6^6 \times 36 =6^6 \times 6^2 = 6^8@ kilometers",,,,math,number_skills,practice,Powers and exponents,html,,6^8 kilometers,6^12 kilometers,6^4 kilometers,6^6 kilometers,A,,,,,,,,,,,,,
,The graph shows how the test score depends on the hours of learning. Find the rate of change.,/subjects/math/topics/slope/images/C3-Maths-S-575402.png,,5b742ff71c9d4445b0d1568b,,"In the graph points score increase 5 points per hour and 10 points for two hours.
 Thus, rate of change is 5 points per hour.",,,,math,number_skills,practice,Constant rate of change,html,easy,2 points per hour,3 points per hour,4 points per hour,5 points per hour,D,,,,,,,,,,,,,
,The graph shows how the cost of drive in a taxi depends on the distance travelled. Find the rate of change.,/subjects/math/topics/slope/images/C3-Maths-S-575403.png,,5b742ff71c9d4445b0d1568b,,"In the graph the per mile price increases by 3 AED.
 Hence,, rate of change is 3 AED per mile.",,,,math,number_skills,practice,Constant rate of change,html,easy,AED 1 per mile,AED 2 per mile,AED 3 per mile,AED 4 per mile,C,,,,,,,,,,,,,
,The graph shows how the number of flowers sold depends on time. Find the rate of change.,/subjects/math/topics/slope/images/C3-Maths-S-575404.png,,5b742ff71c9d4445b0d1568b,,"In the graph flower sold for hrs is
 1st hour=30,
 2nd hour=50,
 3rd hour =70,
 4th hours is 90.
 The rate of change is 20 per hour.
 Hence,, none of these is correct.",,,,math,number_skills,practice,Constant rate of change,html,easy,5 flowers per hour,10 flowers per hour,15 flowers per hour,None of these,D,,,,,,,,,,,,,
,The graph shows how the temperature depends on the number of days. Find the rate of change.,/subjects/math/topics/slope/images/C3-Maths-S-575405.png,,5b742ff71c9d4445b0d1568b,,"According to graph 1st day temp.=70°F ,
 2nd day =72°F,
 3rd day =74 °F,
 Like that 6th day =80°F,.
 Hence,, rate of change is 2°F per day.",,,,math,number_skills,practice,Constant rate of change,html,easy,2°F per day,4°F per day,5°F per day,6°F per day,A,,,,,,,,,,,,,
,The graph shows how the number of cakes Alisha can bake is related to the number of additional sticks of butter she buys. Find the rate of change.,/subjects/math/topics/slope/images/C3-Maths-S-575406.png,,5b742ff71c9d4445b0d1568b,,"As per the graph at 10 sticks she bakes 50.
 11 sticks is 54.
 12 stick is 58.
 13 stick is 62.
 14 stick is 66.
 15 stick = 70. and at 20 stick is 90.
 Therefore, 4 cakes per number of additional sticks of butter.",,,,math,number_skills,practice,Constant rate of change,html,easy,1 cake per number of additional sticks of butter,2 cakes per number of additional sticks of butter,3 cakes per number of additional sticks of butter,4 cakes per number of additional sticks of butter,D,,,,,,,,,,,,,
,The graph shows how the total cost of visiting the history museum is related to the number of visits. Find the rate of change.,/subjects/math/topics/slope/images/C3-Maths-S-575408.png,,5b742ff71c9d4445b0d1568b,,"The cost
 for 1st visit = 3 AED, 2nd visit = 5 AED, and 3rd visit = 7 AED.
 Hence,, the rate of change is 2 AED per visit.",,,,math,number_skills,practice,Constant rate of change,html,easy,AED 1 per visit,AED 3 per visit,AED 5 per visit,AED 2 per visit,D,,,,,,,,,,,,,
,The graph shows how the amount of jam Zoya has jarred is related to the number of days she has spent making jam. Find the rate of change.,/subjects/math/topics/slope/images/C3-Maths-S-575409.png,,5b742ff71c9d4445b0d1568b,,"Amount of jarred 11th day = 5,
 2nd day =8.
 Hence,, rate of change is 3 litres per day.",,,,math,number_skills,practice,Constant rate of change,html,easy,1 litre per day,2 litres per day,3 litres per day,4 litres per day,C,,,,,,,,,,,,,
,The graph shows how the total length Farah has knit depends on the number of nights she has spent knitting. Find the rate of change.,/subjects/math/topics/slope/images/C3-Maths-S-575410.png,,5b742ff71c9d4445b0d1568b,,"Length knit for 10 night is 20.
 For 20 night is 65.
 For 30 night is 50.
 Hence, rate of change is 1.50 cm per night",,,,math,number_skills,practice,Constant rate of change,html,easy,2 cm per night,2.50 cm per night,4 cm per night,1.50 cm per night,D,,,,,,,,,,,,,
,The graph shows how the time required to screen-print a batch of shirts is related to the number of shirts in the batch. Find the rate of change.,/subjects/math/topics/slope/images/C3-Maths-S-575411.png,,5b742ff71c9d4445b0d1568b,,"According to the graph
 10 shirts = 20 min,
 50 shirts = 50 min and 90 shirt = 80 min.
 Hence, for 30 shirts the time required is 40 minutes.
 Hence, 0.75 minutes per shirt.",,,,math,number_skills,practice,Constant rate of change,html,easy,0.75 minutes per shirt,2 minutes per shirt,1.75 minutes per shirt,3.75 minutes per shirt,A,,,,,,,,,,,,,
,The graph shows how the cost of Sameena's birthday party depends on the number of guests. Find the rate of change.,/subjects/math/topics/slope/images/C3-Maths-S-575412.png,,5b742ff71c9d4445b0d1568b,,"If, 2 guests = 4 & for 4 guest = 7 Then, for 2 guest is 3 AED.
 Therefore, it is
 1.5 AED per guest.",,,,math,number_skills,practice,Constant rate of change,html,easy,AED 1 per guest,AED 1.5 per guest,AED 2 per guest,AED 2.5 per guest,B,,,,,,,,,,,,,
,Choose a table where the constant rate of change is 2 km per minute.,/subjects/math/topics/slope/images/C3-Maths-M-575413.PNG,,5b742ff71c9d4445b0d1568b,,"In table B, constant rate of change = 10-@\frac{2}{5}@-1 = @\frac{8}{4}@ = 2 km per minute.",,,,math,number_skills,practice,Constant rate of change,html,medium,A,B,C,D,B,,,,,,,,,,,,,
,The terms in sequence A increase by 4 and the terms in sequence B increase by 6. In which sequence do the terms form a steeper line when graphed on a coordinate plane?,,,5b742ff71c9d4445b0d1568b,,"As the constant rate of change of sequence B is more than that of sequence A, sequence B will form a steeper line when graphed on a coordinate plane.",,,,math,number_skills,practice,Constant rate of change,html,medium,A,B,Both will fall on the same line,Cannot be determined,B,,,,,,,,,,,,,
,The constant rate of change for the relationship shown in the table is AED 2 per apple. Find the missing values.,/subjects/math/topics/slope/images/C3-Maths-M-575415.png,,5b742ff71c9d4445b0d1568b,,The table can be completed as shown.,,,,math,number_skills,practice,Constant rate of change,html,medium,"1, 2, 2003","2, 3, 2004","2, 5, 2006","2, 4, 2006",D,,,,,,,,,,,,,
,The constant rate of change for the relationship shown in the table is 50 calories per km. Find the missing values.,/subjects/math/topics/slope/images/C3-Maths-M-575416.png,,5b742ff71c9d4445b0d1568b,,The table can be completed as shown.,,,,math,number_skills,practice,Constant rate of change,html,medium,"50, 100, 150","100, 200, 300","50, 150, 200",None of these,A,,,,,,,,,,,,,
,"At 2:00 pm, the water level in the pool is 15 inches. At 2:30 pm, the water level in the pool is 21 inches. At 3:30 pm, the water level in the pool is 33 inches. Find the constant rate of change.",,,5b742ff71c9d4445b0d1568b,,"The water level in the pool increases by 6 inches in every 30 minutes. So, the constant rate of change is 12 inches per hour.",,,,math,number_skills,practice,Constant rate of change,html,medium,6 inches per hour,10 inches per hour,12 inches per hour,Cannot be determined,C,,,,,,,,,,,,,
,The graph shows money earned in AED per hour by Adil and Zeeshan. Determine whose rate of earning is more.,/subjects/math/topics/slope/images/C3-Maths-D-575418.PNG,,5b742ff71c9d4445b0d1568b,,"To find the constant rate of change of earning for Adil = 80-@\frac{0}{4}@-0 = @\frac{80}{4}@ = 20. To find the constant rate of change of earning for Zeeshan = 60-@\frac{0}{6}@-0 = @\frac{60}{6}@ = 10. Therefore, rate of earning of Adil is more.",,,,math,number_skills,practice,Constant rate of change,html,difficult,Adil,Zeeshan,Both earn equally,Cannot be determined,A,,,,,,,,,,,,,
,The graph shows the number of pages printed per minute by A and B. Determine who prints more.,/subjects/math/topics/slope/images/C3-Maths-D-575419.PNG,,5b742ff71c9d4445b0d1568b,,"Constant rate of change of number of pages printed per minute by A = 18-@\frac{0}{6}@-0 = @\frac{18}{6}@ = 3. Constant rate of change of number of pages printed per minute by B = 12-@\frac{0}{6}@-0 = @\frac{12}{6}@ = 2. Therefore, A prints more number of pages per minute.",,,,math,number_skills,practice,Constant rate of change,html,difficult,A,B,Both print same number of pages per minute,Cannot be determined,A,,,,,,,,,,,,,
,The graph shows number of pages read and time taken by Anisha and Zoya. Find out who reads more pages in an hour.,/subjects/math/topics/slope/images/C3-Maths-D-575420.PNG,,5b742ff71c9d4445b0d1568b,,"The constant rate of change for the number of pages read per hour by Anisha = 30-@\frac{0}{6}@-0 = @\frac{30}{6}@ = 5. The constant rate of change for the number of pages read per hour by Zoya = 15-@\frac{0}{5}@-0 = @\frac{15}{5}@ = 3. Therefore, Anisha reads a greater number of pages in an hour.",,,,math,number_skills,practice,Constant rate of change,html,difficult,Zoya,Anisha,Both read the same number of pages,Cannot be determined.,B,,,,,,,,,,,,,
,The slope of the shown line is __________.,/subjects/math/topics/slope/images/C3-Maths-S-575623.PNG,,5b742ff71c9d443e56d1568c,,"The line is parallel to y-axis.
 Hence, slope of the line is same as y-axis.
 But y-axis slope is infinite.",,,,math,number_skills,practice,Slope,html,easy,1,infinite,-1,@\frac{1}{2}@,B,,,,,,,,,,,,,
,The slope of the shown line is __________.,/subjects/math/topics/slope/images/C3-Maths-S-575624.PNG,,5b742ff71c9d443e56d1568c,,"The line is parallel tox-axis.
 and slope ofx-axis is 0.
 Both will have the same slope.
 Hence, slope = 0",,,,math,number_skills,practice,Slope,html,easy,-1,1,0,infinite,C,,,,,,,,,,,,,
,The slope of the shown line is __________.,/subjects/math/topics/slope/images/C3-Maths-S-575625.PNG,,5b742ff71c9d443e56d1568c,,"The line goes through the point (0,-1) and (1,0)
 Hence, slope is
 m = @\frac{y2-y1}{x2 –x1}@
 = 0– @\frac{(-1)}{1}@-0
 @\frac{=1}{1}@
 = 1",,,,math,number_skills,practice,Slope,html,easy,0,infinite,1,-1,C,,,,,,,,,,,,,
,The slope of the shown line is __________.,/subjects/math/topics/slope/images/C3-Maths-S-575626.PNG,,5b742ff71c9d443e56d1568c,,"Point are (-2,0) & (0,-2)
 Hence,
 m = @\frac{y2-y1}{x2 –x1}@
 = 2 – @\frac{0}{0}@ – 2
 = @\frac{2}{-2}@
 slope=-1",,,,math,number_skills,practice,Slope,html,easy,-1,0,infinite,1,A,,,,,,,,,,,,,
,The slope of the shown line is __________.,/subjects/math/topics/slope/images/C3-Maths-S-575627.PNG,,5b742ff71c9d443e56d1568c,,"Points are (0,-2) and (2,0)
 m = @\frac{y2-y1}{x2 –x1}@
 m =0-@\frac{(-2)}{2-0}@
 = @\frac{2}{2}@ = 1
 Slope = 1",,,,math,number_skills,practice,Slope,html,easy,@\frac{1}{2}@,1,-1,infinite,B,,,,,,,,,,,,,
,The points given in the table lie on a line. Find the slope of the line.,/subjects/math/topics/slope/images/C3-Maths-S-575628.PNG,,5b742ff71c9d443e56d1568c,,"Points (4,-3) & (6,-9)
 m = @\frac{y2-y1}{x2 –x1}@
 m =-9-@\frac{(-3)}{6-4}@
 =-9 @\frac{+3}{2}@
 m = @\frac{-6}{2}@
 =-3
 Slope =-3",,,,math,number_skills,practice,Slope,html,easy,1,@\frac{1}{2}@,3,-3,D,,,,,,,,,,,,,
,The points given in the table lie on a line. Find the slope of the line.,/subjects/math/topics/slope/images/C3-Maths-S-575629.PNG,,5b742ff71c9d443e56d1568c,,"Points (2,6) & 3,8).
 m = @\frac{y2-y1}{x2 –x1}@
 = @\frac{8-6}{3-2}@
 = @\frac{2}{1}@
 Slope = 2",,,,math,number_skills,practice,Slope,html,easy,@\frac{1}{2}@,2,1,-1,B,,,,,,,,,,,,,
,The points given in the table lie on a line. Find the slope of the line.,/subjects/math/topics/slope/images/C3-Maths-S-575630.PNG,,5b742ff71c9d443e56d1568c,,"Points (4,10) & (6,15)
 m = @\frac{y2-y1}{x2 –x1}@
 = @\frac{15-10}{6-4}@
 = @\frac{5}{2}@ =2.5
 Slope = 2.5",,,,math,number_skills,practice,Slope,html,easy,2.5,1,@\frac{1}{2}@,2,A,,,,,,,,,,,,,
,The slope of the shown line is __________.,/subjects/math/topics/slope/images/C3-Maths-S-575631.PNG,,5b742ff71c9d443e56d1568c,,"Points are (-1,-1) & (0,0)
 m = @\frac{y2-y1}{x2 –x1}@
 = 0 @\frac{–(-1)}{0}@ –(-1)
 = @\frac{1}{1}@ =1
 Slope = 1",,,,math,number_skills,practice,Slope,html,easy,0,-1,1,@\frac{1}{2}@,C,,,,,,,,,,,,,
,The points given in the table lie on a line. Find the slope of the line.,/subjects/math/topics/slope/images/C3-Maths-S-575632.PNG,,5b742ff71c9d443e56d1568c,,"Points are (2,8) (3,12)
 m = @\frac{y2-y1}{x2 –x1}@
 = @\frac{12-8}{3-2}@
 = @\frac{4}{1}@ = 4
 Slope = 4",,,,math,number_skills,practice,Slope,html,easy,4,-4,-2,infinite,A,,,,,,,,,,,,,
,"Find the slope of the line passing through (-2,-3) and (1, 2).",,,5b742ff71c9d443e56d1568c,,"Taking @\frac{-2,-3) asx1y1 and (1, 2) asx2y2. Slope = (y2-@\frac{y1)}{(x2}@-x1) = [2-@\frac{(-3)]}{[1}@-(-2)] = (2+3}{1+2}@ = @\frac{5}{3}@",,,,math,number_skills,practice,Slope,html,medium,@\frac{5}{3}@,@\frac{2}{3}@,@\frac{1}{3}@,@\frac{4}{3}@,A,,,,,,,,,,,,,
,"Find the slope of the line passing through (-4, 0) and origin.",,,5b742ff71c9d443e56d1568c,,"Taking @\frac{-4, 0) asx1y1 and (0, 0) asx2y2. Slope = (y2-@\frac{y1)}{(x2}@-x1) = (0-0}{0-(-4)}@ = @\frac{0}{4}@ = 0",,,,math,number_skills,practice,Slope,html,medium,-1,0,1,2,B,,,,,,,,,,,,,
,"Find the slope of the line passing through (3, 4) and (-2, 4).",,,5b742ff71c9d443e56d1568c,,"Taking @\frac{3, 4) asx1y1 and (-2, 4) asx2y2. Slope = (y2-@\frac{y1)}{(x2}@-x1) = (4-4}{-2-3}@ = 0",,,,math,number_skills,practice,Slope,html,medium,1,-1,0,2,C,,,,,,,,,,,,,
,"Find the slope of the line passing through (0, 0) and (-3, 1).",,,5b742ff71c9d443e56d1568c,,"Taking @\frac{0, 0) asx1y1 and (-3, 1) asx2y2. Slope = (y2-@\frac{y1)}{(x2}@-x1) = (1-0}{-3-0}@ = @\frac{1}{-3}@ = @\frac{-1}{3}@",,,,math,number_skills,practice,Slope,html,medium,0,1,-1,@\frac{-1}{3}@,D,,,,,,,,,,,,,
,"Find the slope of the line passing through (-2, 3) and (2, 7).",,,5b742ff71c9d443e56d1568c,,"Taking @\frac{-2, 3) asx1y1 and (2, 7) asx2y2 Slope = (y2-@\frac{y1)}{(x2}@-x1) = (7-3}{2-(-2)}@ = @\frac{4}{4}@ = 1",,,,math,number_skills,practice,Slope,html,medium,1,0,-1,2,A,,,,,,,,,,,,,
,Find the slope of the shown graph.,/subjects/math/topics/slope/images/C3-Maths-D-575732.PNG,,5b742ff71c9d443e56d1568c,,"Let point 1 be @\frac{2, 1) and point 2 be (-2,-1). Slope = (y2-@\frac{y1)}{(x2}@-x1) = (-1-@\frac{1)}{(-2}@-2) = (-2}{-4}@ = ½",,,,math,number_skills,practice,Slope,html,difficult,@\frac{1}{2}@,1,-1,@\frac{-1}{2}@,A,,,,,,,,,,,,,
,Find the slope of the shown graph.,/subjects/math/topics/slope/images/C3-Maths-D-575734.png,,5b742ff71c9d443e56d1568c,,"Let point 1 be @\frac{1, 2) and point 2 be (2, 4). Slope = (y2-@\frac{y1)}{(x2}@-x1) = (4-2)}{2-1}@ = @\frac{2}{1}@ = 2",,,,math,number_skills,practice,Slope,html,difficult,1,2,-2,3,B,,,,,,,,,,,,,
,Find the slope of the shown graph.,/subjects/math/topics/slope/images/C3-Maths-D-575735.PNG,,5b742ff71c9d443e56d1568c,,"Let point 1 be (-2, 4) and point 2 be (-1, 2).
 m = @\frac{y2-@\frac{y1)}{(x2}@-x1) = (2-4)}{-1-(-2)}@ = @\frac{-2}{-1}@+2 = @\frac{-2}{1}@ =-2",,,,math,number_skills,practice,Slope,html,difficult,-1,1,0,-2,D,,,,,,,,,,,,,
,Choose the equation for the shown table.,/subjects/math/topics/slope/images/C3-Maths-S-575917.PNG,,5b742ff71c9d44474ed1568d,,"Points are (3,7.5) & (4,10)
 m = @\frac{y2-y1}{x2-x1}@
 = @\frac{10-7.5}{4-3}@
 = @\frac{2.5}{1}@
 m = 2.5.
 Hence,
 equation is
 y-y1=m(x–x1)
 y – 7.5=2.5 (x-3)
 y-7.5 = 2.5x-7.5
 y = 2.5x-7.5+7.5
 y = 2.5x",,,,math,number_skills,practice,Equation in y =mx form,html,easy,y = 2.5x,y = 3.5x,y = 4x,y = 5x,A,,,,,,,,,,,,,
,Choose the equation for the shown table.,/subjects/math/topics/slope/images/C3-Maths-S-575918.PNG,,5b742ff71c9d44474ed1568d,,"Points are (7,35) & (9,45)
 m = @\frac{y2-y1}{x2-x1}@
 m = @\frac{45-(35)}{9}@-7
 m = @\frac{10}{2}@
 m =5
 equation is
 y-y1=m(x–x1)
 y-35 =5(x-7)
 y-35=5x-35
 y=5x-35+35
 y =5x",,,,math,number_skills,practice,Equation in y =mx form,html,easy,y = 4x,y = 5x,y = 6x,None of these,B,,,,,,,,,,,,,
,Choose the equation for the shown table.,/subjects/math/topics/slope/images/C3-Maths-S-575919.PNG,,5b742ff71c9d44474ed1568d,,"Points are (4,40) and (5,50)
 m = @\frac{y2-y1}{x2-x1}@
 = @\frac{50-40}{5-4}@
 = @\frac{10}{1}@ =10
 equation is
 y-y1=m(x–x1)
 y-40 = 10(x-4)
 y-40 =10x-40
 y= 10x-40+40
 y =10x",,,,math,number_skills,practice,Equation in y =mx form,html,easy,y = 2x,y = 5x,y = 10x,y = 20x,C,,,,,,,,,,,,,
,Choose the equation for the shown table.,/subjects/math/topics/slope/images/C3-Maths-S-575920.PNG,,5b742ff71c9d44474ed1568d,,"Points are (4,8) & (5,10)
 m = @\frac{y2-y1}{x2-x1}@
 = @\frac{10-8}{5-4}@
 = @\frac{2}{1}@ =2
 equation is
 y-y1=m(x–x1)
 y-8 = 2(x-4)
 y-8 = 2x-8
 y = 2x-8+8
 y = 2x",,,,math,number_skills,practice,Equation in y =mx form,html,easy,x = 2y,y = 2x,x = 3y,y = x,B,,,,,,,,,,,,,
,Choose the equation for the shown table.,/subjects/math/topics/slope/images/C3-Maths-S-575921.PNG,,5b742ff71c9d44474ed1568d,,"Points are (4,12) & (5,15)
 m = @\frac{y2-y1}{x2-x1}@
 @\frac{=15-12}{5-4}@
 = @\frac{3}{1}@ = 3
 equation is
 y-y1=m(x–x1)
 y-12 =3(x-4)
 y-12= 3x-12
 y = 3x-12+12
 y =3x",,,,math,number_skills,practice,Equation in y =mx form,html,easy,y = x,y = 1.5x,y = 2x,y = 3x,D,,,,,,,,,,,,,
,The interest earned by Abdul varies directly with time as shown in the graph. Determine the interest Abdul earns per year.,/subjects/math/topics/slope/images/C3-Maths-S-575922.PNG,,5b742ff71c9d44474ed1568d,,"Interest in years,
 1st year = 1400
 2nd year = 2800
 3rd year = 4200
 4th year =5600
 Hence, Abdul earns
 1400 AED.",,,,math,number_skills,practice,Equation in y =mx form,html,easy,AED 1200,AED 1400,AED 1500,AED 1800,B,,,,,,,,,,,,,
,The amount Zeba earns varies directly with the number of magazines she sells. How much does Zeba earn for each magazine sale?,/subjects/math/topics/slope/images/C3-Maths-S-575923.PNG,,5b742ff71c9d44474ed1568d,,"Magazine sold verses earning
 2 mag. = 5
 4 mag. =10
 6 mag. = 15
 2 mag =5;
 Then per magazine = @\frac{5}{2}@ = 2.5
 i.e
 AED 2.50 per magazine",,,,math,number_skills,practice,Equation in y =mx form,html,easy,AED 2.50 per magazine,AED 3 per magazine,AED 4 per magazine,AED 5.50 per magazine,A,,,,,,,,,,,,,
,The number of cars built varies directly as the number of hours the production line operates. How many cars are built in an hour?,/subjects/math/topics/slope/images/C3-Maths-S-575924.PNG,,5b742ff71c9d44474ed1568d,,"Production hours versus no. of cars built.
 1hr. =60
 2hr. =120
 Hence, in an hour 60 cars are built.",,,,math,number_skills,practice,Equation in y =mx form,html,easy,20,40,50,60,D,,,,,,,,,,,,,
,The amount of cable that is wound on a spool varies directly with the amount of time that passes. Determine the speed at which the cable moves.,/subjects/math/topics/slope/images/C3-Maths-S-575925.PNG,,5b742ff71c9d44474ed1568d,,"Time versus cable length
 1sec. =30
 2sec. = 60
 Hence, cable moves @\frac{=60}{2}@ sec .
 Hence,
 30 inches per second",,,,math,number_skills,practice,Equation in y =mx form,html,easy,20 inches per second,30 inches per second,35 inches per second,40 inches per second,B,,,,,,,,,,,,,
,Which of the following is true?,,,5b742ff71c9d44474ed1568d,,"Direct variation is always a proportion. If the line does not pass through the origin, the variables are not directly proportional, because one must add or subtract a constant.",,,,math,number_skills,practice,Equation in y =mx form,html,easy,The graph of a direct variation always passes through the origin.,The graph of a direct variation never passes through the origin.,The graph of a direct variation may or may not passes through the origin.,None of these,A,,,,,,,,,,,,,
,"If y varies directly with x, write an equation for direct variation for y = 20 when x = 5. Also find y when x = 4.",,,5b742ff71c9d44474ed1568d,,"y = 20 whenx= 5, so equation for direct variation is y = 4x. Now whenx= 4, y = 4x= 4 X 4 = 16.",,,,math,number_skills,practice,Equation in y =mx form,html,medium,"y = 4x, y = 16","y = 2x, y = 8","y = 6x, y = 24",None of these,A,,,,,,,,,,,,,
,"If y varies directly with x, write an equation for direct variation for y = 105 when x = 7. Also, find y when x = 3.",,,5b742ff71c9d44474ed1568d,,"y = 105 whenx= 7, so equation for direct variation is y = 15x. Now whenx= 3, y = 15x= 15 X 3 = 45.",,,,math,number_skills,practice,Equation in y =mx form,html,medium,"y = 15x, y = 70","y = 15x, y = 45","y = 16x, y = 75","y = 16x, y = 45",B,,,,,,,,,,,,,
,"If y varies directly with x, write an equation for direct variation for y = 24 when x = 6. Also find y when x = 12.",,,5b742ff71c9d44474ed1568d,,"y = 24 whenx= 6, so equation for direct variation is y = 4x. Now whenx= 12, y = 4x= 4 X 12 = 48.",,,,math,number_skills,practice,Equation in y =mx form,html,medium,"y = 2x, y = 6","y = 3x, y = 12","y = 4x, y = 42","y = 4x, y = 48",D,,,,,,,,,,,,,
,"If y varies directly with x, write an equation for direct variation for x = 8 when y = 56. Also find y when x = 10.",,,5b742ff71c9d44474ed1568d,,"y = 56 whenx= 8, so equation for direct variation is y = 7x. Now whenx= 10, y = 7x= 7 X 10 = 70.",,,,math,number_skills,practice,Equation in y =mx form,html,medium,"y = 7x, y = 70","y = 7x, y = 100","y = 8x, y = 98","y = 7x, y = 45",A,,,,,,,,,,,,,
,"If y varies directly with x, write an equation for direct variation for x = 12 when y = 108. Also find x when y = 81.",,,5b742ff71c9d44474ed1568d,,"y = 108 whenx= 12, so equation for direct variation is y = 9x. Now when y = 81,x= @\frac{81}{9}@ = 9",,,,math,number_skills,practice,Equation in y =mx form,html,medium,"y = 9x, x = 6","y = 9x, x = 8","y = 9x, x = 9",None of these,C,,,,,,,,,,,,,
,"A car drives 283.5 miles in 4.5 hours. Assuming that the distance travelled varies directly with the time travelled, how far will the car travel in 7 hours?",,,5b742ff71c9d44474ed1568d,,Equation of line is y = mx. 283.5 = m(4.5). m = 63. y = 63x. Distance travelled by car in 7 hours = 63x= 63 X 7 = 441 miles.,,,,math,number_skills,practice,Equation in y =mx form,html,difficult,430 miles,432 miles,440 miles,441 miles,D,,,,,,,,,,,,,
,"The number of kilograms that an object weighs varies directly as the number of pounds. If an object that weighs 45 kilograms weighs about 100 pounds, about how many kilograms is an object that weighs 70 pounds?",,,5b742ff71c9d44474ed1568d,,Equation of line is y = mx. 45 = m(100). m = 0.45. y = 0.45x. Weight of object in kilograms = 0.45x= 0.45 X 70 = 31.5 kg,,,,math,number_skills,practice,Equation in y =mx form,html,difficult,20 kg,25 kg,31.5 kg,40 kg,C,,,,,,,,,,,,,
,Choose the correct additional values for x and y in a direct variation relationship where y = 18 and x = 6.,,,5b742ff71c9d44474ed1568d,,"m = @\frac{y}{x=}@ @\frac{18}{6}@ = 3. For option b, m = @\frac{36}{12}@ = 3",,,,math,number_skills,practice,Equation in y =mx form,html,difficult,"x = 24, y = 48","x = 12, y = 36","x = 40, y = 50",None of these,C,,,,,,,,,,,,,
,Find the slope of the graph of the equation y+x = 0.,,,5b742ff71c9d44ba31d1568e,,"Equation of
 Slope is
 y = mx+b
 m = slope
 b = y-intercept.
 In given equation
 y+x= 0.
 y =-x
 i.e.
 y =-1*x
 Here k = 0
 and slope m =-1",,,,math,number_skills,practice,Slope-intercept form,html,easy,1,-1,0,Cannot be determined,B,,,,,,,,,,,,,
,Find the slope of the graph of the equation y =-3x+9.,,,5b742ff71c9d44ba31d1568e,,"Slope is
 y = mx+b
 in equation
 y =-3x+9
 m =-3.
 Hence, slope =-3",,,,math,number_skills,practice,Slope-intercept form,html,easy,1,3,-3,9,C,,,,,,,,,,,,,
,Find the slope of the graph of the equation @y=-\frac{2x}{3}+\frac{4}{3}@.,,,5b742ff71c9d44ba31d1568e,,"Slope is
 y = mx+b
 in equation
 y =-@\frac{2x}{3}@+@\frac{4}{3}@
 Hence, m = @\frac{-2}{3}@
 slope is @\frac{-2}{3}@",,,,math,number_skills,practice,Slope-intercept form,html,easy,@\frac{-2}{3}@,@\frac{4}{3}@,@\frac{2}{3}@,@\frac{-4}{3}@,A,,,,,,,,,,,,,
,Find the slope of the graph of the equation @y=\frac{x}{4}+\frac{5}{3}@.,,,5b742ff71c9d44ba31d1568e,,"Slope is
 y = mx+b
 in equation
@y=\frac{x}{4}@+@\frac{5}{3}@
 m =\frac{1}{4}
 Hence, slope is \frac{1}{4}.",,,,math,number_skills,practice,Slope-intercept form,html,easy,@\frac{-1}{4}@,@\frac{5}{3}@,@\frac{-5}{3}@,@\frac{1}{4}@,D,,,,,,,,,,,,,
,Find the slope of the graph of the equation y =-4x+3.,,,5b742ff71c9d44ba31d1568e,,"Slope is
 y = mx+b
 in equation
 y =-4x+3
 m =-4
 Hence, slope is-4",,,,math,number_skills,practice,Slope-intercept form,html,easy,4,-4,3,-3,B,,,,,,,,,,,,,
,Find the y-intercept of the graph of the equation y @\frac{5}{3}x -\frac{4}{3}@.,,,5b742ff71c9d44ba31d1568e,,"Slope is
 y = mx+b
 where m =slope and
 b = y-intercept.
 y =-@\frac{5}{3}x -\frac{4}{3}@
 here
 b =-@\frac{4}{3}@
 Hence, y-intercept is @\frac{-4}{3}@",,,,math,number_skills,practice,Slope-intercept form,html,easy,@\frac{4}{3}@,@\frac{-4}{3}@,@\frac{-5}{3}@,@\frac{5}{3}@,B,,,,,,,,,,,,,
,Find the y-intercept of the graph of the equation y =-3x+1.,,,5b742ff71c9d44ba31d1568e,,"Slope is
 y = mx+b
 where m =slope and
 b = y-intercept.
 In equation y =-3x+1
 b = 1
 Hence, y-intercept is 1",,,,math,number_skills,practice,Slope-intercept form,html,easy,-3,3,1,-1,C,,,,,,,,,,,,,
,Find the y-intercept of the graph of the equation y =-x-6.,,,5b742ff71c9d44ba31d1568e,,"Slope is
 y = mx+b
 where b = y-intercept.
 In y =-x– 6.
 b =-6
 Hence, y-intercept is-6.",,,,math,number_skills,practice,Slope-intercept form,html,easy,6,1,-1,-6,D,,,,,,,,,,,,,
